"or","or_lo","or_hi","p","rate_trt","rate_ctl","n","events_trt","events_ctl","subgroup","outcome","db","sig"
1.2178,0.8242,1.7993,0.32247,0.0231,0.0191,2463,57,47,"Age < 65","reintubation","MIMIC",FALSE
1.4924,1.1799,1.8876,0.000837,0.0739,0.0508,2463,182,125,"Age < 65","vent_arrhythmia","MIMIC",TRUE
0.6876,0.6023,0.7849,0,0.2034,0.2708,2463,501,667,"Age < 65","poaf_icd","MIMIC",TRUE
0.6175,0.4948,0.7705,2e-05,0.056,0.0877,2463,138,216,"Age < 65","encephalopathy_icd","MIMIC",TRUE
1.131,1.0213,1.2525,0.018021,0.2673,0.2439,3887,1039,948,"Age >= 65","aki_48h","MIMIC",TRUE
1.0953,0.9938,1.2072,0.066556,0.3074,0.2884,3887,1195,1121,"Age >= 65","aki_7d","MIMIC",FALSE
1.0261,0.8557,1.2304,0.78111,0.0648,0.0633,3887,252,246,"Age >= 65","aki_stage2","MIMIC",FALSE
1.1415,0.8528,1.528,0.373529,0.0255,0.0224,3887,99,87,"Age >= 65","aki_stage3","MIMIC",FALSE
0.9428,0.7535,1.1798,0.606952,0.0398,0.0421,3891,155,164,"Age >= 65","hosp_mortality","MIMIC",FALSE
1.7114,1.533,1.9106,0,0.2601,0.1704,3891,1012,663,"Age >= 65","poaf","MIMIC",TRUE
1.5688,1.3272,1.8545,0,0.0961,0.0635,3891,374,247,"Age >= 65","encephalopathy_delirium","MIMIC",TRUE
1.265,1.0983,1.4571,0.001115,0.1241,0.1007,3891,483,392,"Age >= 65","transfusion","MIMIC",TRUE
1.4685,1.1118,1.9398,0.006804,0.0321,0.0221,3891,125,86,"Age >= 65","reintubation","MIMIC",TRUE
0.9867,0.8202,1.1872,0.887492,0.0612,0.0619,3891,238,241,"Age >= 65","vent_arrhythmia","MIMIC",FALSE
1.2576,1.1408,1.3863,4e-06,0.3213,0.2735,3891,1250,1064,"Age >= 65","poaf_icd","MIMIC",TRUE
1.108,0.9446,1.2997,0.207707,0.0889,0.081,3891,346,315,"Age >= 65","encephalopathy_icd","MIMIC",FALSE
0.6606,0.5845,0.7466,0,0.1713,0.2383,3223,552,768,"eGFR >= 90","aki_48h","MIMIC",TRUE
0.699,0.6239,0.7831,0,0.2159,0.2827,3223,696,911,"eGFR >= 90","aki_7d","MIMIC",TRUE
0.6703,0.531,0.8461,0.000761,0.0388,0.0568,3223,125,183,"eGFR >= 90","aki_stage2","MIMIC",TRUE
0.6187,0.3995,0.9583,0.031482,0.0102,0.0164,3223,33,53,"eGFR >= 90","aki_stage3","MIMIC",TRUE
0.3437,0.2419,0.4883,0,0.0133,0.0379,3223,43,122,"eGFR >= 90","hosp_mortality","MIMIC",TRUE
1.1099,0.9814,1.2553,0.096615,0.2045,0.188,3223,659,606,"eGFR >= 90","poaf","MIMIC",FALSE
0.8803,0.7191,1.0777,0.21672,0.0586,0.0661,3223,189,213,"eGFR >= 90","encephalopathy_delirium","MIMIC",FALSE
0.9324,0.7913,1.0986,0.403015,0.0953,0.1015,3223,307,327,"eGFR >= 90","transfusion","MIMIC",FALSE
0.7844,0.5435,1.132,0.194444,0.0161,0.0205,3223,52,66,"eGFR >= 90","reintubation","MIMIC",FALSE
0.9874,0.7916,1.2315,0.910279,0.0512,0.0518,3223,165,167,"eGFR >= 90","vent_arrhythmia","MIMIC",FALSE
0.8995,0.8055,1.0043,0.059707,0.2578,0.2786,3223,831,898,"eGFR >= 90","poaf_icd","MIMIC",FALSE
0.6866,0.5601,0.8417,0.000297,0.0521,0.0742,3223,168,239,"eGFR >= 90","encephalopathy_icd","MIMIC",TRUE
0.9974,0.8653,1.1496,0.971105,0.2357,0.2362,2113,498,499,"eGFR 60-89","aki_48h","MIMIC",FALSE
0.9858,0.8611,1.1286,0.836012,0.2721,0.275,2113,575,581,"eGFR 60-89","aki_7d","MIMIC",FALSE
0.9675,0.752,1.2447,0.797235,0.0601,0.062,2113,127,131,"eGFR 60-89","aki_stage2","MIMIC",FALSE
0.6489,0.429,0.9813,0.040426,0.018,0.0274,2113,38,58,"eGFR 60-89","aki_stage3","MIMIC",TRUE
0.7494,0.5314,1.0569,0.100041,0.0279,0.0369,2115,59,78,"eGFR 60-89","hosp_mortality","MIMIC",FALSE
1.6315,1.4032,1.8969,0,0.2482,0.1683,2115,525,356,"eGFR 60-89","poaf","MIMIC",TRUE
1.4247,1.1361,1.7865,0.002173,0.0917,0.0662,2115,194,140,"eGFR 60-89","encephalopathy_delirium","MIMIC",TRUE
1.2614,1.0352,1.5371,0.021265,0.1158,0.0941,2115,245,199,"eGFR 60-89","transfusion","MIMIC",TRUE
1.5953,1.1011,2.3113,0.013543,0.035,0.0222,2115,74,47,"eGFR 60-89","reintubation","MIMIC",TRUE
1.099,0.8593,1.4054,0.45218,0.0671,0.0615,2115,142,130,"eGFR 60-89","vent_arrhythmia","MIMIC",FALSE
1.1652,1.0196,1.3317,0.024823,0.3017,0.2704,2115,638,572,"eGFR 60-89","poaf_icd","MIMIC",TRUE
0.9939,0.8006,1.234,0.956013,0.0846,0.0851,2115,179,180,"eGFR 60-89","encephalopathy_icd","MIMIC",FALSE
1.5501,1.1935,2.0132,0.001015,0.3217,0.2343,572,184,134,"eGFR 45-59","aki_48h","MIMIC",TRUE
1.4856,1.1534,1.9135,0.002178,0.3497,0.2657,572,200,152,"eGFR 45-59","aki_7d","MIMIC",TRUE
2.1,1.2913,3.4151,0.002786,0.0909,0.0455,572,52,26,"eGFR 45-59","aki_stage2","MIMIC",TRUE
2.6869,1.1793,6.1219,0.018645,0.0367,0.014,572,21,8,"eGFR 45-59","aki_stage3","MIMIC",TRUE
2.1326,1.2481,3.6439,0.00559,0.075,0.0366,573,43,21,"eGFR 45-59","hosp_mortality","MIMIC",TRUE
1.6848,1.2451,2.2797,0.000723,0.2269,0.1483,573,130,85,"eGFR 45-59","poaf","MIMIC",TRUE
1.7171,1.1023,2.675,0.016819,0.0977,0.0593,573,56,34,"eGFR 45-59","encephalopathy_delirium","MIMIC",TRUE
1.2804,0.8845,1.8535,0.190387,0.1239,0.0995,573,71,57,"eGFR 45-59","transfusion","MIMIC",FALSE
3.6887,1.5813,8.605,0.002525,0.0436,0.0122,573,25,7,"eGFR 45-59","reintubation","MIMIC",TRUE
1.6754,1.1078,2.5339,0.014475,0.1117,0.0698,573,64,40,"eGFR 45-59","vent_arrhythmia","MIMIC",TRUE
1.0259,0.7941,1.3255,0.844834,0.2897,0.2845,573,166,163,"eGFR 45-59","poaf_icd","MIMIC",FALSE
1.0374,0.7124,1.5106,0.848228,0.1082,0.1047,573,62,60,"eGFR 45-59","encephalopathy_icd","MIMIC",FALSE
2.0587,1.4569,2.9091,4.3e-05,0.3955,0.2412,311,123,75,"eGFR 30-44","aki_48h","MIMIC",TRUE
1.8259,1.3106,2.5437,0.000372,0.4341,0.2958,311,135,92,"eGFR 30-44","aki_7d","MIMIC",TRUE
3.6828,1.8401,7.3709,0.000231,0.119,0.0354,311,37,11,"eGFR 30-44","aki_stage2","MIMIC",TRUE
10.1578,3.0488,33.8438,0.00016,0.09,0.0096,311,28,3,"eGFR 30-44","aki_stage3","MIMIC",TRUE
2.406,1.3258,4.3663,0.003883,0.1214,0.0543,313,38,17,"eGFR 30-44","hosp_mortality","MIMIC",TRUE
1.3612,0.8858,2.0918,0.159452,0.1821,0.1406,313,57,44,"eGFR 30-44","poaf","MIMIC",FALSE
2.5613,1.2807,5.1226,0.007824,0.0927,0.0383,313,29,12,"eGFR 30-44","encephalopathy_delirium","MIMIC",TRUE
1.3577,0.7865,2.3438,0.272289,0.1054,0.0799,313,33,25,"eGFR 30-44","transfusion","MIMIC",FALSE
2.061,0.9101,4.6672,0.082878,0.0575,0.0288,313,18,9,"eGFR 30-44","reintubation","MIMIC",FALSE
2.0521,1.1167,3.7711,0.020586,0.1054,0.0543,313,33,17,"eGFR 30-44","vent_arrhythmia","MIMIC",TRUE
1.2761,0.8839,1.8423,0.193106,0.2652,0.2204,313,83,69,"eGFR 30-44","poaf_icd","MIMIC",FALSE
1.5601,0.9771,2.4907,0.062455,0.1597,0.1086,313,50,34,"eGFR 30-44","encephalopathy_icd","MIMIC",FALSE
1.5561,0.9092,2.6634,0.106781,0.3462,0.2538,130,45,33,"eGFR < 30","aki_48h","MIMIC",FALSE
1.2292,0.7332,2.0607,0.43369,0.3615,0.3154,130,47,41,"eGFR < 30","aki_7d","MIMIC",FALSE
1,0.3824,2.6154,1,0.0692,0.0692,130,9,9,"eGFR < 30","aki_stage2","MIMIC",FALSE
4.6061,1.9202,11.0487,0.000623,0.2077,0.0538,130,27,7,"eGFR < 30","aki_stage3","MIMIC",TRUE
7.0309,2.8215,17.5206,2.8e-05,0.2538,0.0462,130,33,6,"eGFR < 30","hosp_mortality","MIMIC",TRUE
1.0862,0.4878,2.4186,0.839549,0.1077,0.1,130,14,13,"eGFR < 30","poaf","MIMIC",FALSE
1.9891,0.8099,4.8854,0.133601,0.1154,0.0615,130,15,8,"eGFR < 30","encephalopathy_delirium","MIMIC",FALSE
1.5065,0.7231,3.1384,0.273805,0.1538,0.1077,130,20,14,"eGFR < 30","transfusion","MIMIC",FALSE
3.5,1.1049,11.0871,0.033209,0.1,0.0308,130,13,4,"eGFR < 30","reintubation","MIMIC",TRUE
1.3801,0.6235,3.0549,0.426785,0.1231,0.0923,130,16,12,"eGFR < 30","vent_arrhythmia","MIMIC",FALSE
1.1849,0.6676,2.1028,0.562206,0.2538,0.2231,130,33,29,"eGFR < 30","poaf_icd","MIMIC",FALSE
1.4815,0.7624,2.8789,0.246226,0.1923,0.1385,130,25,18,"eGFR < 30","encephalopathy_icd","MIMIC",FALSE
1.6966,1.3975,2.0598,0,0.3475,0.2389,1013,352,242,"eGFR < 60","aki_48h","MIMIC",TRUE
1.5464,1.2828,1.8642,5e-06,0.3771,0.2813,1013,382,285,"eGFR < 60","aki_7d","MIMIC",TRUE
2.2515,1.5678,3.2335,1.1e-05,0.0967,0.0454,1013,98,46,"eGFR < 60","aki_stage2","MIMIC",TRUE
4.4836,2.661,7.5545,0,0.075,0.0178,1013,76,18,"eGFR < 60","aki_stage3","MIMIC",TRUE
2.792,1.9486,4.0004,0,0.1122,0.0433,1016,114,44,"eGFR < 60","hosp_mortality","MIMIC",TRUE
1.518,1.1998,1.9205,0.000506,0.1978,0.1398,1016,201,142,"eGFR < 60","poaf","MIMIC",TRUE
1.9448,1.3797,2.7415,0.000146,0.0984,0.0531,1016,100,54,"eGFR < 60","encephalopathy_delirium","MIMIC",TRUE
1.3322,1.0048,1.7663,0.046237,0.122,0.0945,1016,124,96,"eGFR < 60","transfusion","MIMIC",TRUE
2.905,1.7297,4.8788,5.5e-05,0.0551,0.0197,1016,56,20,"eGFR < 60","reintubation","MIMIC",TRUE
1.7175,1.2557,2.3491,0.000712,0.1112,0.0679,1016,113,69,"eGFR < 60","vent_arrhythmia","MIMIC",TRUE
1.1114,0.9129,1.353,0.292776,0.2776,0.2569,1016,282,261,"eGFR < 60","poaf_icd","MIMIC",FALSE
1.258,0.9637,1.6422,0.091416,0.1348,0.1102,1016,137,112,"eGFR < 60","encephalopathy_icd","MIMIC",FALSE
0.7868,0.7174,0.8629,0,0.1968,0.2374,5336,1050,1267,"eGFR >= 60","aki_48h","MIMIC",TRUE
0.8056,0.7386,0.8787,1e-06,0.2382,0.2796,5336,1271,1492,"eGFR >= 60","aki_7d","MIMIC",TRUE
0.7928,0.6686,0.94,0.007525,0.0472,0.0588,5336,252,314,"eGFR >= 60","aki_stage2","MIMIC",TRUE
0.6348,0.4701,0.8571,0.003017,0.0133,0.0208,5336,71,111,"eGFR >= 60","aki_stage3","MIMIC",TRUE
0.5005,0.393,0.6372,0,0.0191,0.0375,5338,102,200,"eGFR >= 60","hosp_mortality","MIMIC",TRUE
1.2965,1.1789,1.4259,0,0.2218,0.1802,5338,1184,962,"eGFR >= 60","poaf","MIMIC",TRUE
1.0916,0.9396,1.268,0.251952,0.0717,0.0661,5338,383,353,"eGFR >= 60","encephalopathy_delirium","MIMIC",FALSE
1.0551,0.9303,1.1968,0.403704,0.1034,0.0985,5338,552,526,"eGFR >= 60","transfusion","MIMIC",FALSE
1.1178,0.8646,1.4452,0.395334,0.0236,0.0212,5338,126,113,"eGFR >= 60","reintubation","MIMIC",FALSE
1.0357,0.8788,1.2206,0.675319,0.0575,0.0556,5338,307,297,"eGFR >= 60","vent_arrhythmia","MIMIC",FALSE
0.9991,0.9177,1.0876,0.982714,0.2752,0.2754,5338,1469,1470,"eGFR >= 60","poaf_icd","MIMIC",FALSE
0.8162,0.7042,0.9461,0.007014,0.065,0.0785,5338,347,419,"eGFR >= 60","encephalopathy_icd","MIMIC",TRUE
0.8387,0.7008,1.0038,0.054993,0.2204,0.2521,1325,292,334,"CABG","aki_48h","MIMIC",FALSE
0.8107,0.6829,0.9624,0.016481,0.2513,0.2928,1325,333,388,"CABG","aki_7d","MIMIC",TRUE
0.9034,0.6296,1.2963,0.581312,0.0445,0.0491,1325,59,65,"CABG","aki_stage2","MIMIC",FALSE
0.6493,0.3506,1.2027,0.169738,0.0128,0.0196,1325,17,26,"CABG","aki_stage3","MIMIC",FALSE
0.3548,0.1872,0.6722,0.001483,0.0098,0.0272,1325,13,36,"CABG","hosp_mortality","MIMIC",TRUE
1.5066,1.2578,1.8046,9e-06,0.2755,0.2015,1325,365,267,"CABG","poaf","MIMIC",TRUE
1.3154,0.9703,1.7832,0.0774,0.077,0.0596,1325,102,79,"CABG","encephalopathy_delirium","MIMIC",FALSE
1,0.7811,1.2802,1,0.1064,0.1064,1325,141,141,"CABG","transfusion","MIMIC",FALSE
1.4419,0.884,2.3519,0.14262,0.0302,0.0211,1325,40,28,"CABG","reintubation","MIMIC",FALSE
0.9523,0.6683,1.3569,0.786635,0.0475,0.0498,1325,63,66,"CABG","vent_arrhythmia","MIMIC",FALSE
0.9732,0.8188,1.1567,0.757955,0.2619,0.2672,1325,347,354,"CABG","poaf_icd","MIMIC",FALSE
0.4476,0.3022,0.6628,6e-05,0.0287,0.0619,1325,38,82,"CABG","encephalopathy_icd","MIMIC",TRUE
0.929,0.8462,1.0199,0.121936,0.2209,0.2339,5024,1110,1175,"Non-CABG","aki_48h","MIMIC",FALSE
0.9326,0.8539,1.0186,0.120923,0.2627,0.2765,5024,1320,1389,"Non-CABG","aki_7d","MIMIC",FALSE
0.9856,0.8341,1.1646,0.864806,0.0579,0.0587,5024,291,295,"Non-CABG","aki_stage2","MIMIC",FALSE
1.2691,0.977,1.6485,0.074167,0.0259,0.0205,5024,130,103,"Non-CABG","aki_stage3","MIMIC",FALSE
0.975,0.8002,1.1878,0.801196,0.0404,0.0414,5029,203,208,"Non-CABG","hosp_mortality","MIMIC",FALSE
1.2743,1.1517,1.4099,3e-06,0.2028,0.1664,5029,1020,837,"Non-CABG","poaf","MIMIC",TRUE
1.1748,1.008,1.3692,0.039155,0.0758,0.0652,5029,381,328,"Non-CABG","encephalopathy_delirium","MIMIC",TRUE
1.1256,0.9885,1.2818,0.074125,0.1064,0.0956,5029,535,481,"Non-CABG","transfusion","MIMIC",FALSE
1.3626,1.0555,1.7591,0.017565,0.0282,0.0209,5029,142,105,"Non-CABG","reintubation","MIMIC",TRUE
1.2045,1.0277,1.4118,0.021605,0.071,0.0597,5029,357,300,"Non-CABG","vent_arrhythmia","MIMIC",TRUE
1.0272,0.9412,1.121,0.547268,0.2792,0.2738,5029,1404,1377,"Non-CABG","poaf_icd","MIMIC",FALSE
0.9927,0.8653,1.1388,0.916335,0.0887,0.0893,5029,446,449,"Non-CABG","encephalopathy_icd","MIMIC",FALSE
1.1347,0.9841,1.3082,0.08187,0.2636,0.2398,2018,532,484,"Diabetes","aki_48h","MIMIC",FALSE
1.1413,0.9962,1.3075,0.056816,0.3048,0.2775,2018,615,560,"Diabetes","aki_7d","MIMIC",FALSE
1,0.762,1.3124,1,0.0545,0.0545,2018,110,110,"Diabetes","aki_stage2","MIMIC",FALSE
1.4986,0.9718,2.3109,0.067194,0.0258,0.0173,2018,52,35,"Diabetes","aki_stage3","MIMIC",FALSE
1.1997,0.839,1.7154,0.318307,0.0336,0.0282,2021,68,57,"Diabetes","hosp_mortality","MIMIC",FALSE
1.4954,1.2771,1.7511,1e-06,0.2246,0.1623,2021,454,328,"Diabetes","poaf","MIMIC",TRUE
1.3651,1.0796,1.7262,0.009335,0.0871,0.0653,2021,176,132,"Diabetes","encephalopathy_delirium","MIMIC",TRUE
1.1483,0.9379,1.4061,0.180536,0.1103,0.0975,2021,223,197,"Diabetes","transfusion","MIMIC",FALSE
1.626,1.1053,2.392,0.01357,0.0341,0.0213,2021,69,43,"Diabetes","reintubation","MIMIC",TRUE
0.9665,0.7481,1.2485,0.794005,0.0609,0.0628,2021,123,127,"Diabetes","vent_arrhythmia","MIMIC",FALSE
0.895,0.7774,1.0304,0.122808,0.2484,0.2697,2021,502,545,"Diabetes","poaf_icd","MIMIC",FALSE
0.8706,0.6985,1.0852,0.217738,0.0807,0.0915,2021,163,185,"Diabetes","encephalopathy_icd","MIMIC",FALSE
0.8108,0.732,0.898,5.7e-05,0.2009,0.2367,4331,870,1025,"No diabetes","aki_48h","MIMIC",TRUE
0.8066,0.7326,0.888,1.2e-05,0.2397,0.281,4331,1038,1217,"No diabetes","aki_7d","MIMIC",TRUE
0.9577,0.798,1.1492,0.64192,0.0554,0.0577,4331,240,250,"No diabetes","aki_stage2","MIMIC",FALSE
1.0109,0.7577,1.3487,0.941379,0.0219,0.0217,4331,95,94,"No diabetes","aki_stage3","MIMIC",FALSE
0.7841,0.6293,0.9769,0.030143,0.0342,0.0432,4333,148,187,"No diabetes","hosp_mortality","MIMIC",TRUE
1.2544,1.128,1.395,2.9e-05,0.2149,0.1791,4333,931,776,"No diabetes","poaf","MIMIC",TRUE
1.1252,0.9508,1.3317,0.169891,0.0709,0.0635,4333,307,275,"No diabetes","encephalopathy_delirium","MIMIC",FALSE
1.0736,0.9337,1.2344,0.318992,0.1045,0.0981,4333,453,425,"No diabetes","transfusion","MIMIC",FALSE
1.2624,0.9539,1.6707,0.103122,0.0261,0.0208,4333,113,90,"No diabetes","reintubation","MIMIC",FALSE
1.2605,1.0573,1.5028,0.00984,0.0685,0.0552,4333,297,239,"No diabetes","vent_arrhythmia","MIMIC",TRUE
1.0746,0.9785,1.1802,0.132237,0.2883,0.2737,4333,1249,1186,"No diabetes","poaf_icd","MIMIC",FALSE
0.922,0.7871,1.0799,0.313829,0.0741,0.0799,4333,321,346,"No diabetes","encephalopathy_icd","MIMIC",FALSE
2.132,1.7282,2.6301,0,0.3697,0.2157,890,329,192,"CKD","aki_48h","MIMIC",TRUE
1.8932,1.5493,2.3134,0,0.4045,0.264,890,360,235,"CKD","aki_7d","MIMIC",TRUE
2.7779,1.8381,4.1981,1e-06,0.0966,0.0371,890,86,33,"CKD","aki_stage2","MIMIC",TRUE
3.3825,1.9468,5.877,1.5e-05,0.0618,0.0191,890,55,17,"CKD","aki_stage3","MIMIC",TRUE
2.2209,1.4242,3.4633,0.000431,0.0717,0.0336,892,64,30,"CKD","hosp_mortality","MIMIC",TRUE
2.0388,1.5835,2.6251,0,0.2265,0.1256,892,202,112,"CKD","poaf","MIMIC",TRUE
1.9132,1.3367,2.7382,0.00039,0.102,0.0561,892,91,50,"CKD","encephalopathy_delirium","MIMIC",TRUE
1.8183,1.3421,2.4635,0.000114,0.1413,0.083,892,126,74,"CKD","transfusion","MIMIC",TRUE
3.8076,2.1709,6.6782,3e-06,0.065,0.0179,892,58,16,"CKD","reintubation","MIMIC",TRUE
1.3008,0.9199,1.8396,0.136849,0.0886,0.0695,892,79,62,"CKD","vent_arrhythmia","MIMIC",FALSE
1.2021,0.9738,1.4839,0.086664,0.2836,0.2478,892,253,221,"CKD","poaf_icd","MIMIC",FALSE
1.1735,0.8889,1.549,0.258916,0.1379,0.12,892,123,107,"CKD","encephalopathy_icd","MIMIC",FALSE
0.7694,0.7024,0.8428,0,0.1966,0.2413,5459,1073,1317,"No CKD","aki_48h","MIMIC",TRUE
0.7884,0.7236,0.8591,0,0.2369,0.2825,5459,1293,1542,"No CKD","aki_7d","MIMIC",TRUE
0.7975,0.6751,0.9422,0.007825,0.0484,0.0599,5459,264,327,"No CKD","aki_stage2","MIMIC",TRUE
0.8184,0.6195,1.0811,0.15819,0.0169,0.0205,5459,92,112,"No CKD","aki_stage3","MIMIC",FALSE
0.702,0.5682,0.8672,0.001036,0.0278,0.0392,5462,152,214,"No CKD","hosp_mortality","MIMIC",TRUE
1.2458,1.1337,1.3689,5e-06,0.2166,0.1816,5462,1183,992,"No CKD","poaf","MIMIC",TRUE
1.1056,0.953,1.2827,0.185325,0.0718,0.0654,5462,392,357,"No CKD","encephalopathy_delirium","MIMIC",FALSE
1.0041,0.8863,1.1375,0.949261,0.1007,0.1003,5462,550,548,"No CKD","transfusion","MIMIC",FALSE
1.0612,0.822,1.3701,0.648489,0.0227,0.0214,5462,124,117,"No CKD","reintubation","MIMIC",FALSE
1.1298,0.9634,1.325,0.133363,0.0624,0.0557,5462,341,304,"No CKD","vent_arrhythmia","MIMIC",FALSE
0.989,0.9094,1.0757,0.797176,0.2743,0.2765,5462,1498,1510,"No CKD","poaf_icd","MIMIC",FALSE
0.8409,0.7269,0.9728,0.01973,0.0661,0.0776,5462,361,424,"No CKD","encephalopathy_icd","MIMIC",TRUE
1.0506,0.9086,1.2147,0.505317,0.2616,0.2522,1911,500,482,"Heart failure","aki_48h","MIMIC",FALSE
1.0553,0.9201,1.2104,0.441899,0.3161,0.3046,1911,604,582,"Heart failure","aki_7d","MIMIC",FALSE
1.2399,0.9717,1.5822,0.083736,0.0811,0.0665,1911,155,127,"Heart failure","aki_stage2","MIMIC",FALSE
1.9189,1.3124,2.8058,0.000772,0.0413,0.022,1911,79,42,"Heart failure","aki_stage3","MIMIC",TRUE
1.0096,0.7702,1.3233,0.944998,0.0586,0.0581,1912,112,111,"Heart failure","hosp_mortality","MIMIC",FALSE
1.2039,1.0246,1.4146,0.024141,0.2066,0.1778,1912,395,340,"Heart failure","poaf","MIMIC",TRUE
1.1564,0.9228,1.4491,0.206833,0.0926,0.0811,1912,177,155,"Heart failure","encephalopathy_delirium","MIMIC",FALSE
1.2627,1.0336,1.5427,0.022425,0.126,0.1025,1912,241,196,"Heart failure","transfusion","MIMIC",TRUE
1.4612,1.0416,2.0497,0.028071,0.0445,0.0309,1912,85,59,"Heart failure","reintubation","MIMIC",TRUE
1.9696,1.5712,2.4689,0,0.1229,0.0664,1912,235,127,"Heart failure","vent_arrhythmia","MIMIC",TRUE
1.1161,0.9701,1.2841,0.124576,0.2986,0.2762,1912,571,528,"Heart failure","poaf_icd","MIMIC",FALSE
1.1464,0.9298,1.4134,0.201079,0.1088,0.0962,1912,208,184,"Heart failure","encephalopathy_icd","MIMIC",FALSE
0.8472,0.7658,0.9373,0.001305,0.2032,0.2314,4438,902,1027,"No HF","aki_48h","MIMIC",TRUE
0.84,0.7632,0.9246,0.000366,0.2364,0.2693,4438,1049,1195,"No HF","aki_7d","MIMIC",TRUE
0.8294,0.6825,1.008,0.060084,0.0439,0.0525,4438,195,233,"No HF","aki_stage2","MIMIC",FALSE
0.7782,0.5651,1.0718,0.12463,0.0153,0.0196,4438,68,87,"No HF","aki_stage3","MIMIC",FALSE
0.7767,0.5989,1.0074,0.056845,0.0234,0.0299,4442,104,133,"No HF","hosp_mortality","MIMIC",FALSE
1.3806,1.2428,1.5338,0,0.2229,0.172,4442,990,764,"No HF","poaf","MIMIC",TRUE
1.2301,1.0356,1.4613,0.018392,0.0689,0.0567,4442,306,252,"No HF","encephalopathy_delirium","MIMIC",TRUE
1.0234,0.8892,1.1779,0.74691,0.0979,0.0959,4442,435,426,"No HF","transfusion","MIMIC",FALSE
1.3177,0.9709,1.7885,0.07664,0.0218,0.0167,4442,97,74,"No HF","reintubation","MIMIC",FALSE
0.7642,0.6278,0.9303,0.00736,0.0416,0.0538,4442,185,239,"No HF","vent_arrhythmia","MIMIC",TRUE
0.974,0.8867,1.0698,0.58183,0.2656,0.2708,4442,1180,1203,"No HF","poaf_icd","MIMIC",FALSE
0.7818,0.6637,0.9211,0.003245,0.0621,0.0781,4442,276,347,"No HF","encephalopathy_icd","MIMIC",TRUE
1.053,0.9077,1.2215,0.495629,0.2331,0.224,1978,461,443,"BMI >= 30","aki_48h","MIMIC",FALSE
1.0207,0.8872,1.1742,0.774934,0.2735,0.2695,1978,541,533,"BMI >= 30","aki_7d","MIMIC",FALSE
1.2461,0.9435,1.6459,0.121116,0.0592,0.048,1978,117,95,"BMI >= 30","aki_stage2","MIMIC",FALSE
1.5566,1.0241,2.3659,0.038314,0.0288,0.0187,1978,57,37,"BMI >= 30","aki_stage3","MIMIC",TRUE
1.1662,0.8112,1.6765,0.40652,0.0329,0.0283,1978,65,56,"BMI >= 30","hosp_mortality","MIMIC",FALSE
1.673,1.4312,1.9556,0,0.2503,0.1663,1978,495,329,"BMI >= 30","poaf","MIMIC",TRUE
1.1822,0.9169,1.5243,0.196718,0.0698,0.0597,1978,138,118,"BMI >= 30","encephalopathy_delirium","MIMIC",FALSE
